_id,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,WARD_NAME,MI_PRINX,OBJECTID,CAPACITY,MULTIMODAL,SEASONAL,SHELTERED,SURFACE,STATUS,LOCATION,NOTES,MAP_CLASS,geometry
141,7641709,26,Dundas St E,26 Dundas St E,M5B 2L6,former TORONTO,Toronto,7641747,26,None,,None,3334,Toronto Centre (1313),3191929,141,8,No,No, ,concrete,Installed,front of walk,"bikes face east, temporary for construction",Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3799775246031, 43.6565175761293]]}"
142,10476750,432,Queen St W,432 Queen St W,M5V 2A8,former TORONTO,Toronto,10476749,432,None,,None,4238,Spadina-Fort York (1010),2506480,142,8,No,No, ,concrete,Approved,back of walk, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.398630335813, 43.6485021072402]]}"
143,10476770,535,Queen St W,535 Queen St W,M5V 2B4,former TORONTO,Toronto,10476749,535,None,,None,4238,Spadina-Fort York (1010),2896759,143,8,No,No, ,concrete,Approved,back of walk,"bikes face east, on 'patio' area",Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3994405382004, 43.6479215867374]]}"
144,10476744,577,Queen St W,577 Queen St W,M5V 2B6,former TORONTO,Toronto,14035954,577,None,,None,4238,Spadina-Fort York (1010),1545270,144,8,No,No, ,concrete,Approved,boulevard, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.401204136409, 43.6475959428991]]}"
145,8031478,6,Denison Ave,6 Denison Ave,M5T 2M4,former TORONTO,Toronto,14020795,6,None,,None,3287,Spadina-Fort York (1010),2989294,145,8,No,No, ,concrete,Approved,boulevard, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4008703416954, 43.6481285977303]]}"
146,845809,60,Murray St,60 Murray St,M5T 3L9,former TORONTO,Toronto,1144428,60,None,,None,4037,University-Rosedale (1111),2290088,146,8,No,No, ,concrete,Approved,back of walk,part of re-org of Mt Sinai H. parking,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3916755977089, 43.6578863392835]]}"
147,772910,624,Bloor St W,624 Bloor St W,M6G 1K7,former TORONTO,Toronto,1143160,624,None,,None,458,University-Rosedale (1111),2242898,147,5,No,No, ,concrete,Installed,front of walk,angled rack adjacent tree box,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4143421803121, 43.664633544282]]}"
148,772936,656,Bloor St W,656 Bloor St W,M6G 1K9,former TORONTO,Toronto,1143206,656,None,,None,458,University-Rosedale (1111),2942115,148,5,No,No, ,concrete,Approved,front of walk,angled rack adjacent tree box,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4156143632259, 43.6643796535901]]}"
149,8416907,675,Bloor St W,675 Bloor St W,M6G 1L3,former TORONTO,Toronto,8416891,675,None,,None,458,University-Rosedale (1111),2602654,149,8,No,No, ,asphalt,Installed,boulevard,moved fr Wood St for Bike Share relocate,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4162538549835, 43.663806234493]]}"
150,37440,998,Woodbine Ave,998 Woodbine Ave,M4C 4C1,EAST YORK,Toronto,1789,998,None,,None,391,Beaches-East York (1919),1535595,150,8,Yes,No, ,concrete,Approved,back of walk,bikes face north at subway access,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.313530664026, 43.6865385459791]]}"
151,7553175,1184,Queen St W,1184 Queen St W,M6J 1J5,former TORONTO,Toronto,7553178,1184,None,,None,4238,Davenport (909),2956109,151,14,No,Yes,No, ,Installed, ,3 posts,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4257846968092, 43.6430284991501]]}"
152,8293016,1485,Dupont St,1485 Dupont St,M6P 3S2,former TORONTO,Toronto,14013265,1485,None,,None,3343,Davenport (909),4160513,152,14,No,Yes,No, ,Proposed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4501905747648, 43.6657993325492]]}"
153,14069353,192,Spadina Ave,192 Spadina Ave,M5T 2C2,former TORONTO,Toronto,10494196,192,None,,None,4426,Spadina-Fort York (1010),1871353,153,14,No,Yes,No, ,Proposed, ,3 posts,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3976488984162, 43.6499378951888]]}"
154,854435,50,Portland St,50 Portland St,M5V 2M7,former TORONTO,Toronto,14025624,50,None,,None,9780,Spadina-Fort York (1010),4254740,154,14,No,Yes,No, ,Installed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3999654356682, 43.6433952592458]]}"
155,30035793,92,Sudbury St,92 Sudbury St,M6J 0C5,former TORONTO,Toronto,7553518,92,None,,None,4502,Davenport (909),4328917,155,14,No,Yes,No, ,Installed, ,councillor request,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4231656377467, 43.6413458972849]]}"
156,828085,200,King St E,200 King St E,M5A 3W8,former TORONTO,Toronto,1145266,200,None,,None,3779,Toronto Centre (1313),2728735,156,14,No,Yes,No, ,Installed, ,east side of George north of King in No Parking zone,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3701856494981, 43.651100464219]]}"
157,30088196,10,Liberty St,10 Liberty St,M6K 1A5,former TORONTO,Toronto,7553393,10,None,,None,3847,Spadina-Fort York (1010),4164518,157,8,No,No, ,concrete,Approved,front of walk,straight rack,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4199066719827, 43.6386435442814]]}"
158,7929399,121,King St W,121 King St W,M5H 3T9,former TORONTO,Toronto,7929394,121,None,,None,3780,Spadina-Fort York (1010),2321542,158,5,No,No, ,pavers,Approved,front of walk,angled rack,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3829847674411, 43.6476845202227]]}"
159,7929479,141,Adelaide St W,141 Adelaide St W,M5H 3L5,former TORONTO,Toronto,7929478,141,None,,None,2852,Spadina-Fort York (1010),1855409,159,8,No,No, ,granite,Proposed,front of walk,for King St pilot,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3844104470327, 43.6489559550756]]}"
160,7929404,150,York St,150 York St,M5H 3S5,former TORONTO,Toronto,7929403,150,None,,None,4735,Spadina-Fort York (1010),2045337,160,5,No,No, ,concrete,Proposed,front of walk,angled rack adjacent tree box,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3845937898897, 43.6496799218384]]}"
161,8676901,151,Yonge St,151 Yonge St,M5C 2W7,former TORONTO,Toronto,8676900,151,None,,None,4733,Toronto Centre (1313),2197930,161,5,No,No, ,concrete,Approved,front of walk,angled rack adjacent tree box,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3784968736165, 43.6514779807832]]}"
162,14204767,157,Adelaide St W,157 Adelaide St W,M5H 4E7,former TORONTO,Toronto,7929478,157,None,,None,2852,Spadina-Fort York (1010),2268248,162,8,No,No, ,concrete,Approved,back of walk,Request from Street Furniture,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3850607472314, 43.6488103116239]]}"
163,877900,181,University Ave,181 University Ave,M5H 2X7,former TORONTO,Toronto,1145635,181,None,,None,4583,Spadina-Fort York (1010),1917050,163,5,No,No, ,concrete,Proposed,front of walk,angled rack,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3851943077926, 43.6492184325944]]}"
164,7929597,22,Duncan St,22 Duncan St,M5H 3G8,former TORONTO,Toronto,7929624,22,None,,None,3331,Spadina-Fort York (1010),3015504,164,8,No,No, ,concrete,Approved,front of walk,straight rack,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.388784780298, 43.647986085895]]}"
165,12763910,263,Adelaide St W,263 Adelaide St W,M5H 1Y2,former TORONTO,Toronto,12763900,263,None,,None,2852,Spadina-Fort York (1010),2150387,165,5,No,No, ,concrete,Approved,front of walk,angled rack,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3894769208324, 43.647833688966]]}"
166,14606355,30,Adelaide St E,30 Adelaide St E,M5C 3G8,former TORONTO,Toronto,8313387,30,None,,None,2851,Toronto Centre (1313),3006210,166,5,No,No, ,concrete,Approved,front of walk,angled rack,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3768638205442, 43.6510113401962]]}"
167,9947960,339,George St,339 George St,M5A 2N2,former TORONTO,Toronto,30073975,339,None,,None,9743,Toronto Centre (1313),4083034,167,5,No,No, ,concrete,Approved,front of walk,angled rack adjacent tree box,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.374261956555, 43.6599474627779]]}"
168,828038,50,King St E,50 King St E,M5C 1E5,former TORONTO,Toronto,1145520,50,None,,None,3779,Toronto Centre (1313),3006364,168,5,No,No, ,concrete,Approved,front of walk,angled rack,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3762416344609, 43.6497660862272]]}"
169,30084097,531,Adelaide St W,531 Adelaide St W,M5V 0N8,former TORONTO,Toronto,10223941,531,None,,None,2852,Spadina-Fort York (1010),4159374,169,5,No,No, ,pavers,Approved,front of walk,angled rack,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4023931702317, 43.6452154906684]]}"
170,30066955,551,Adelaide St W,551 Adelaide St W,M5V 0N8,former TORONTO,Toronto,10223941,551,None,,None,2852,Spadina-Fort York (1010),3828840,170,5,No,No, ,pavers,Proposed,front of walk,angled rack,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.402751782814, 43.6451624811927]]}"
171,8353525,588,Bloor St W,588 Bloor St W,M6G 1K4,former TORONTO,Toronto,8353520,588,None,,None,458,University-Rosedale (1111),2568679,171,5,No,No, ,concrete,Proposed,front of walk,angled rack adjacent tree box,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4128894477569, 43.6651544340614]]}"
172,14206202,607,Bloor St W,607 Bloor St W,M6G 1K5,former TORONTO,Toronto,8353520,607,None,,None,458,University-Rosedale (1111),2210315,172,16,No,No, ,pavers,Approved,front of walk,in blvd,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4132708419764, 43.6645203907742]]}"
173,7930055,66,Portland St,66 Portland St,M5V 2M6,former TORONTO,Toronto,14025448,66,None,,None,9780,Spadina-Fort York (1010),4144159,173,8,No,No, ,pavers,Approved,front of walk,straight rack,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.400111474785, 43.6439040274334]]}"
174,7929360,80,York St,80 York St,None,former TORONTO,Toronto,7930910,80,None,,None,4735,Spadina-Fort York (1010),2909786,174,5,Yes,No, ,concrete,Approved,front of walk,angled rack,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3837809929732, 43.6477071157797]]}"
175,8344830,92,King St E,92 King St E,M5C 2V8,former TORONTO,Toronto,14662429,92,None,,None,3779,Toronto Centre (1313),2403436,175,8,No,No, ,pavers,Approved,front of walk,straight rack,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3749472258235, 43.6500464291675]]}"
176,7930799,124,Spadina Ave,124 Spadina Ave,None,former TORONTO,Toronto,7930670,124,None,,None,4426,Spadina-Fort York (1010),1770550,176,28,No,Yes,No, ,Installed,On Camden St, ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3963385316953, 43.6471839084783]]}"
177,13991178,213,Delaware Ave,213 Delaware Ave,M6H 2T4,former TORONTO,Toronto,20033433,213,None,,None,3283,Davenport (909),2874672,177,8,No,Yes,No, ,Installed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4278708182001, 43.6620573990966]]}"
178,765142,236,Augusta Ave,236 Augusta Ave,M5T 2L7,former TORONTO,Toronto,1144604,236,None,,None,2918,University-Rosedale (1111),2693536,178,24,No,Yes,No, ,Installed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4025948745683, 43.6553455061522]]}"
179,30035742,44,Lisgar St,44 Lisgar St,None,former TORONTO,Toronto,14024655,44,None,,None,3859,Davenport (909),3277255,179,14,No,No,Yes, ,Approved, ,ON HOLD - park construction,Bike Shelter,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4234411856628, 43.6420865352289]]}"
180,7577064,505,College St,505 College St,M6G 1A5,former TORONTO,Toronto,7577053,505,None,,None,9765,University-Rosedale (1111),2933285,180,14,No,Yes,No, ,Proposed, ,Not installed 2017,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4099072952723, 43.6557277595809]]}"
181,14600292,1,Adelaide St E,1 Adelaide St E,M5C 2V9,former TORONTO,Toronto,14036810,1,None,,None,2851,Toronto Centre (1313),3281500,181,5,No,No, ,pavers,Approved,front of walk, ,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3780482653666, 43.65031082788]]}"
182,505931,10,Deauville Lane,10 Deauville Lane,M3C 3J2,NORTH YORK,Toronto,445087,10,None,,None,5344,Don Valley East (1616),1943625,182,16,No,No, ,pavers,Approved,garden,Straight: call Avelino 416 688 921,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3316690923695, 43.7175451152482]]}"
183,9085483,108,Vine Ave,108 Vine Ave,M6P 1V7,former TORONTO,Toronto,9085469,108,None,,None,4606,Parkdale-High Park (404),3016040,183,8,No,No, ,concrete,Approved,back of walk, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4684519108503, 43.6669274964112]]}"
184,828220,145,King St W,145 King St W,M5H 1J8,former TORONTO,Toronto,1145855,145,None,,None,3780,Spadina-Fort York (1010),1622900,184,8,Yes,No, ,concrete,Installed,front of walk, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3839226800024, 43.6474556715908]]}"
185,14204767,157,Adelaide St W,157 Adelaide St W,M5H 4E7,former TORONTO,Toronto,7929478,157,None,,None,2852,Spadina-Fort York (1010),2268248,185,8,No,No, ,pavers,Approved,front of walk, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3850607472314, 43.6488103116239]]}"
186,828080,187,King St E,187 King St E,M5A 1J5,former TORONTO,Toronto,1145266,187,None,,None,3779,Toronto Centre (1313),2173269,186,5,No,No, ,pavers,Approved,front of walk, ,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3704366169494, 43.6506004623813]]}"
187,7730263,2,Carlton St,2 Carlton St,M5B 1J3,former TORONTO,Toronto,14023521,2,None,,None,3116,Toronto Centre (1313),2630614,187,5,Yes,No, ,concrete,Approved,front of walk, ,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3828960214413, 43.6615560194649]]}"
188,30101226,25,Berwick Ave,25 Berwick Ave,None,former TORONTO,Toronto,14024072,25,None,,None,3001,Toronto-St. Paul's (1212),4257862,188,8,No,No, ,concrete,Installed,front of walk,adjacent previous rack,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3984481407676, 43.7038022113874]]}"
189,10180378,322,King St W,322 King St W,M5V 1J2,former TORONTO,Toronto,10180374,322,None,,None,3780,Spadina-Fort York (1010),2290025,189,5,No,No, ,pavers,Approved,front of walk, ,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.389680338675, 43.6469672340119]]}"
190,8417253,329,Geary Ave,329 Geary Ave,M6H 2C6,former TORONTO,Toronto,14630189,329,None,,None,3490,Davenport (909),1777412,190,8,No,No, ,asphalt,Approved,back of walk, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4428954110115, 43.6685962542228]]}"
191,8676866,33,Yonge St,33 Yonge St,M5E 1G4,former TORONTO,Toronto,8676863,33,None,,None,4733,Toronto Centre (1313),2689237,191,5,No,No, ,pavers,Installed,front of walk, ,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.376584165477, 43.647559655381]]}"
192,10364794,416,Dawes Rd,416 Dawes Rd,M4B 2E8,EAST YORK,Toronto,10364790,416,None,,None,88,Beaches-East York (1919),2338623,192,8,No,No, ,concrete,Installed,back of walk,S side of library,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2972298270711, 43.7012022928535]]}"
193,3739887,475,Yonge St,475 Yonge St,M4Y 1X7,former TORONTO,Toronto,3739890,475,None,,None,4733,Toronto Centre (1313),2963240,193,5,No,No, ,concrete,Approved,front of walk, ,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3829914988732, 43.662542331262]]}"
194,772833,481,Bloor St W,481 Bloor St W,M5S 1X9,former TORONTO,Toronto,1142870,481,None,,None,458,University-Rosedale (1111),1755303,194,8,No,No, ,asphalt,Approved,boulevard,straight adjacent to current one,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4071172092532, 43.6657537893633]]}"
195,10223681,499,King St W,499 King St W,M5V 1K4,former TORONTO,Toronto,10223667,499,None,,None,3780,Spadina-Fort York (1010),2755281,195,8,No,No, ,concrete,Approved,front of walk, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.397506987301, 43.6446284116147]]}"
196,2854061,525,University Ave,525 University Ave,M5G 2L3,former TORONTO,Toronto,2854059,525,None,,None,4583,University-Rosedale (1111),2167439,196,8,No,No, ,pavers,Proposed,front of walk, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3882199503094, 43.6562495915081]]}"
197,7792696,555,University Ave,555 University Ave,M5G 1X8,former TORONTO,Toronto,7792694,555,None,,None,4583,University-Rosedale (1111),1591293,197,8,No,No, ,concrete,Proposed,front of walk, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3874342320068, 43.6573635657333]]}"
198,10180175,587,King St W,587 King St W,M5V 1M5,former TORONTO,Toronto,14674277,587,None,,None,3780,Spadina-Fort York (1010),2266439,198,8,No,No, ,concrete,Approved,front of walk, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4001853211491, 43.6442360534827]]}"
199,14206202,607,Bloor St W,607 Bloor St W,M6G 1K5,former TORONTO,Toronto,8353520,607,None,,None,458,University-Rosedale (1111),2210315,199,5,No,No, ,concrete,Approved,front of walk,angled rack adjacent tree box,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4132708419764, 43.6645203907742]]}"
200,14235368,661,University Ave,661 University Ave,M5G 1M1,former TORONTO,Toronto,7792702,661,None,,None,4583,University-Rosedale (1111),2841260,200,5,No,No, ,pavers,Proposed,front of walk, ,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3895475174823, 43.6594471708426]]}"
201,7792705,671,University Ave,671 University Ave,None,former TORONTO,Toronto,7792702,671,None,,None,4583,University-Rosedale (1111),2981787,201,8,Yes,No, ,concrete,Proposed,north side: TTC, ,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3900712067788, 43.6598045610052]]}"
202,7570903,962,Queen St W,962 Queen St W,M6J 1G8,former TORONTO,Toronto,7570894,962,None,,None,4238,Spadina-Fort York (1010),3038700,202,5,No,No, ,concrete,Installed,front of walk, ,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4172248354794, 43.6447596251305]]}"
203,20068494,1151,Queen St W,1151 Queen St W,M6J 1J4,former TORONTO,Toronto,7553178,1151,None,,None,4238,Davenport (909),2549364,203,14,No,Yes,No, ,Installed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4245496132841, 43.6428738481918]]}"
204,7792447,171,Dundas St W,171 Dundas St W,M5G 1C7,former TORONTO,Toronto,7792444,171,None,,None,558,Spadina-Fort York (1010),2522240,204,14,No,Yes,No, ,Proposed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3861942983105, 43.655065301222]]}"
205,30012845,245,Wallace Ave,245 Wallace Ave,M6H 1V5,former TORONTO,Toronto,14013655,245,None,,None,4617,Davenport (909),3813655,205,14,No,Yes,No, ,Proposed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4465561733281, 43.6617243417858]]}"
206,7641780,251,Victoria St,251 Victoria St,M5B 1T8,former TORONTO,Toronto,7641770,251,None,,None,9790,Toronto Centre (1313),2062125,206,14,No,Yes,No, ,Proposed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3790506572105, 43.6558045563364]]}"
207,9942213,268,College St,268 College St,M5T 1S1,former TORONTO,Toronto,14022731,268,None,,None,9765,University-Rosedale (1111),3298560,207,14,No,Yes,No, ,Proposed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4005149553641, 43.6581487248445]]}"
208,10222743,325,King St W,325 King St W,M5V 1J5,former TORONTO,Toronto,10222742,325,None,,None,3780,Spadina-Fort York (1010),2364947,208,14,No,Yes,No, ,Proposed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3910234639679, 43.6461386323018]]}"
209,7929471,360,Bay St,360 Bay St,M5H 2V6,former TORONTO,Toronto,7929469,360,None,,None,2962,Spadina-Fort York (1010),2024744,209,28,No,Yes,No, ,Proposed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3814390312153, 43.6507248478872]]}"
210,10223672,455,King St W,455 King St W,M5V 1K4,former TORONTO,Toronto,10223667,455,None,,None,3780,Spadina-Fort York (1010),2896822,210,14,No,Yes,No, ,Proposed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3960200182592, 43.6449926683861]]}"
211,828038,50,King St E,50 King St E,M5C 1E5,former TORONTO,Toronto,1145520,50,None,,None,3779,Toronto Centre (1313),3006364,211,14,No,Yes,No, ,Proposed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3762416344609, 43.6497660862272]]}"
212,30043514,58,Macaulay Ave,58 Macaulay Ave,M6P 3P6,former TORONTO,Toronto,30043036,58,None,,None,20848,Davenport (909),4318570,212,14,No,Yes,No, ,Proposed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4533262142228, 43.6614331515389]]}"
213,7846349,76,Kensington Ave,76 Kensington Ave,M5T 2K1,former TORONTO,Toronto,7846321,76,None,,None,9813,University-Rosedale (1111),2754723,213,14,No,Yes,No, ,Installed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.400924005423, 43.6545455601628]]}"
214,7792706,700,University Ave,700 University Ave,M5G 1X7,former TORONTO,Toronto,7792702,700,None,,None,4583,University-Rosedale (1111),2429229,214,14,No,Yes, , ,Installed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3911880757558, 43.6590077232405]]}"
215,879005,1,Wales Ave,1 Wales Ave,M5T 1J2,former TORONTO,Toronto,1144936,1,None,,None,4615,University-Rosedale (1111),2801910,215,14,No,Yes, , ,Proposed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4016541642788, 43.6531393778546]]}"
216,10223856,267,Richmond St W,267 Richmond St W,M5V 3M6,former TORONTO,Toronto,10223853,267,None,,None,4277,Spadina-Fort York (1010),4146385,216,14,No,Yes, , ,Installed, , ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3916622946625, 43.6487348731713]]}"
217,8292978,300,Campbell Ave,300 Campbell Ave,M6P 3V6,former TORONTO,Toronto,14013754,300,None,,None,3109,Davenport (909),4144320,217,14,No,Yes,No, ,Installed,In pay and display, ,Bike Corral,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4501491970694, 43.6656792456797]]}"
218,13971017,1175,Dundas St E,1175 Dundas St E,None,former TORONTO,Toronto,7576983,1175,None,,None,3334,Toronto-Danforth (1414),2218326,218,5,No,No, ,concrete,Installed,back of walk,Angled,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3417606000312, 43.6644593860797]]}"
219,857005,1360,Queen St W,1360 Queen St W,M6K 1L7,former TORONTO,Toronto,1146832,1360,None,,None,4238,Parkdale-High Park (404),2589451,219,8,No,No, ,concrete,Installed,back of walk,Stacker,Multi-Bike Rack,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4328131013079, 43.6416301079083]]}"
220,9212134,166,Alberta Ave,166 Alberta Ave,None,former TORONTO,Toronto,9212137,166,None,,None,404,Davenport (909),3187415,220,5,No,No, ,concrete,Installed,end of Alberta,Angled,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4339879435719, 43.6803158876593]]}"
221,10906828,180,Elizabeth St,180 Elizabeth St,None,former TORONTO,Toronto,10906830,180,None,,None,9766,University-Rosedale (1111),1576283,221,5,No,No, ,concrete,Installed,front of walk,Angled,Multi-Bike Rack (Angled),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3864697233447, 43.6577754677845]]}"
